date;no;no2;nox;so2
2014-02-06;30,04;43,63;;4,33
2014-02-07;6,3;18,96;;2,23
2014-02-08;1,04;6,71;;1,0
2014-02-09;1,0;9,08;;1,0
2014-02-10;10,0;17,88;;1,0
2014-02-11;1,08;5,58;;1,0
2014-02-12;1,13;13,42;;1,0
2014-02-13;10,25;19,0;;1,05
2014-02-14;14,95;26,5;;1,63
2014-02-15;7,71;19,79;;1,29
2014-02-16;1,08;9,17;;1,0
2014-02-17;8,0;30,63;;1,75
2014-02-18;15,33;34,29;;1,0
2014-02-19;4,96;23,5;;1,75
2014-02-20;10,25;35,25;;1,96
2014-02-21;25,5;29,29;;2,08
2014-02-22;3,46;25,58;;1,92
2014-02-23;2,79;24,25;;2,29
2014-02-24;10,87;25,54;;2,38
2014-02-25;14,62;26,24;;2,05
2014-02-26;3,08;16,0;;1,0
2014-02-27;8,08;28,38;;1,0
2014-02-28;19,17;21,13;;1,04
2014-03-01;1,0;4,92;;1,0
2014-03-02;1,67;14,83;;1,25
2014-03-03;1,96;14,75;;1,0
2014-03-04;1,14;4,59;;1,0
2014-03-05;12,42;31,04;;1,92
2014-03-06;10,29;28,21;;1,63
2014-03-07;10,58;29,88;;1,46
2014-03-08;7,17;36,0;;2,92
2014-03-09;3,29;25,21;;2,58
2014-03-10;12,17;43,21;;2,38
2014-03-11;12,21;42,29;;2,29
2014-03-12;10,13;31,04;;2,46
2014-03-13;9,41;40,95;;2,59
2014-03-14;10,63;48,08;;3,25
2014-03-15;4,0;31,0;;3,83
2014-03-16;1,46;14,88;;5,83
2014-03-17;4,33;28,29;;3,88
2014-03-18;8,38;36,17;;4,58
2014-03-19;8,27;36,55;;2,59
2014-03-20;8,75;32,88;;1,26
2014-03-21;10,0;22,17;;1,0
2014-03-22;1,33;11,92;;1,04
2014-03-23;1,0;4,33;;1,0
2014-03-24;2,13;10,08;;1,5
2014-03-25;1,17;4,92;;1,0
2014-03-26;2,39;18,7;;2,13
2014-03-27;3,92;17,75;;1,96
2014-03-28;9,92;31,96;;2,33
2014-03-29;1,04;8,42;;1,88
2014-03-30;1,04;7,09;;1,86
2014-03-31;3,33;24,13;;1,71
2014-04-01;5,46;21,58;;1,42
2014-04-02;2,63;27,0;;1,0
2014-04-03;1,29;21,83;;1,09
2014-04-04;1,09;4,09;;1,0
2014-04-05;4,29;21,0;;1,42
2014-04-06;2,67;18,33;;1,54
2014-04-07;11,79;35,54;;1,46
2014-04-08;6,71;28,71;;1,63
2014-04-09;9,71;22,04;;2,0
2014-04-10;9,29;28,08;;2,29
2014-04-11;4,79;29,21;;2,0
2014-04-12;2,79;17,21;;1,0
2014-04-13;1,88;13,96;;1,29
2014-04-14;9,0;23,26;;2,13
2014-04-15;9,5;31,68;;2,59
2014-04-16;6,13;28,13;;3,0
2014-04-17;3,75;27,5;;2,29
2014-04-18;1,75;12,42;;2,25
2014-04-19;2,21;21,42;;2,75
2014-04-20;1,08;12,42;;1,96
2014-04-21;1,08;13,25;;1,83
2014-04-22;2,33;18,13;;1,21
2014-04-23;5,63;14,54;;1,08
2014-04-24;10,08;19,75;;1,88
2014-04-25;1,08;6,92;;1,0
2014-04-26;1,33;10,38;;1,0
2014-04-27;1,0;5,29;;1,0
2014-04-28;2,21;12,83;;1,5
2014-04-29;6,59;19,23;;1,41
2014-04-30;7,13;23,46;;1,21
2014-05-01;2,79;12,21;;1,33
2014-05-02;2,79;15,0;;1,29
2014-05-03;1,08;12,75;;1,38
2014-05-04;1,58;8,67;;1,25
2014-05-05;7,88;15,0;;1,17
2014-05-06;5,29;15,96;;1,13
2014-05-07;10,25;28,0;;2,13
2014-05-08;6,25;19,92;;1,58
2014-05-09;7,42;24,67;;2,08
2014-05-10;3,5;16,46;;2,0
2014-05-11;2,13;17,13;;1,42
2014-05-12;4,79;16,88;;1,08
2014-05-13;1,38;13,04;;1,63
2014-05-14;4,13;14,21;;1,96
2014-05-15;4,88;15,58;;2,46
2014-05-16;6,0;15,58;;2,38
2014-05-17;2,42;15,5;;2,46
2014-05-18;1,92;16,33;;2,57
2014-05-19;9,0;19,14;;1,73
2014-05-20;1,96;19,0;;1,0
2014-05-21;1,46;13,29;;1,0
2014-05-22;1,75;9,83;;1,04
2014-05-23;8,63;14,75;;1,0
2014-05-24;2,38;21,08;;1,38
2014-05-25;2,25;16,71;;1,04
2014-05-26;4,08;26,04;;1,0
2014-05-27;4,38;21,0;;1,0
2014-05-28;4,67;20,46;;1,0
2014-05-29;1,67;8,71;;1,0
2014-05-30;10,92;21,83;;1,0
2014-05-31;1,96;12,67;;1,0
2014-06-01;1,29;9,71;;1,17
2014-06-02;4,46;17,08;;1,0
2014-06-03;5,92;20,08;;1,46
2014-06-04;8,0;23,21;;1,0
2014-06-05;9,17;21,33;;1,67
2014-06-06;8,92;34,42;;1,0
2014-06-07;2,25;20,33;;1,5
2014-06-08;1,38;14,25;;1,13
2014-06-09;4,21;26,54;;1,58
2014-06-10;10,18;36,86;;1,43
2014-06-11;7,83;34,04;;1,38
2014-06-12;8,13;36,71;;1,83
2014-06-13;3,0;30,0;;1,54
2014-06-14;1,25;15,92;;1,17
2014-06-15;1,17;8,71;;1,0
2014-06-16;1,33;10,46;;1,08
2014-06-17;3,42;26,13;;1,17
2014-06-18;3,21;13,58;;1,0
2014-06-19;1,38;11,46;;1,0
2014-06-20;3,04;12,75;;1,5
2014-06-21;1,83;17,96;;1,42
2014-06-22;1,25;17,54;;1,0
2014-06-23;3,29;17,83;;1,17
2014-06-24;1,42;11,13;;1,0
2014-06-25;3,37;18,26;;1,0
2014-06-26;1,32;13,95;;1,0
2014-06-27;3,75;20,5;;1,0
2014-06-28;2,63;14,17;;1,0
2014-06-29;1,04;9,79;;1,0
2014-06-30;4,0;15,92;;1,0
2014-07-01;1,83;15,79;;1,0
2014-07-02;1,33;11,75;;1,0
2014-07-03;1,96;15,63;;1,0
2014-07-04;1,21;8,08;;1,0
2014-07-05;3,38;19,67;;1,0
2014-07-06;1,58;15,46;;1,0
2014-07-07;1,13;14,5;;1,0
2014-07-08;5,45;16,14;;1,0
2014-07-09;3,17;15,08;;1,0
2014-07-10;1,21;9,67;;1,0
2014-07-11;1,74;11,65;;1,0
2014-07-12;3,33;18,63;;1,0
2014-07-13;1,42;9,54;;1,0
2014-07-14;3,17;19,25;;1,0
2014-07-15;6,04;12,33;;1,0
2014-07-16;3,54;16,0;;1,0
2014-07-17;4,5;16,75;;1,0
2014-07-18;6,17;23,92;;1,0
2014-07-19;1,46;18,58;;1,0
2014-07-20;1,33;6,71;;1,0
2014-07-21;4,04;16,38;;1,0
2014-07-22;2,67;19,83;;1,42
2014-07-23;4,64;18,55;;1,05
2014-07-24;6,38;23,96;;1,0
2014-07-25;4,13;37,25;;1,0
2014-07-26;2,04;16,25;;1,0
2014-07-27;1,46;13,04;;1,0
2014-07-28;3,29;18,29;;1,0
2014-07-29;1,5;9,54;;1,0
2014-07-30;1,04;15,54;;1,83
2014-07-31;5,42;22,04;;2,21
2014-08-01;5,79;22,75;;2,13
2014-08-02;1,46;16,08;;2,0
2014-08-03;3,04;15,79;;2,17
2014-08-04;2,92;19,79;;2,35
2014-08-05;2,67;17,38;;2,75
2014-08-06;6,0;18,64;;1,64
2014-08-07;6,75;14,0;;1,0
2014-08-08;3,67;11,38;;1,08
2014-08-09;2,0;15,25;;1,0
2014-08-10;1,67;14,04;;1,0
2014-08-11;1,71;18,46;;1,0
2014-08-12;3,96;16,96;;1,0
2014-08-13;2,63;13,88;;1,0
2014-08-14;1,21;8,04;;1,25
2014-08-15;2,54;16,46;;1,17
2014-08-16;1,0;6,83;;1,63
2014-08-17;1,13;6,58;;2,0
2014-08-18;2,17;12,21;;2,08
2014-08-19;4,17;18,17;;2,0
2014-08-20;1,88;18,25;;2,17
2014-08-21;2,67;19,04;;2,33
2014-08-22;1,81;21,71;;1,67
2014-08-23;1,21;8,54;;1,0
2014-08-24;1,17;7,25;;1,0
2014-08-25;2,63;12,29;;1,0
2014-08-26;4,54;18,42;;1,0
2014-08-27;4,21;19,46;;1,0
2014-08-28;7,21;18,75;;1,04
2014-08-29;5,88;24,25;;1,0
2014-08-30;3,5;20,08;;1,0
2014-08-31;1,71;13,58;;1,0
2014-09-01;7,58;18,83;;1,13
2014-09-02;6,08;20,92;;1,0
2014-09-03;4,14;21,77;;1,05
2014-09-04;2,0;28,46;;1,0
2014-09-05;3,54;24,92;;1,0
2014-09-06;3,25;15,21;;1,0
2014-09-07;1,46;9,04;;1,0
2014-09-08;3,63;19,21;;1,04
2014-09-09;3,92;24,04;;1,0
2014-09-10;3,92;18,79;;1,0
2014-09-11;1,88;20,71;;1,04
2014-09-12;5,58;25,67;;1,29
2014-09-13;3,0;23,96;;1,67
2014-09-14;2,0;17,13;;1,54
2014-09-15;6,63;22,63;;1,74
2014-09-16;4,79;22,42;;2,0
2014-09-17;4,55;25,45;;1,6
2014-09-18;6,96;23,5;;1,0
2014-09-19;7,17;19,42;;1,0
2014-09-20;2,58;13,79;;1,0
2014-09-21;1,67;19,67;;1,0
2014-09-22;6,58;30,88;;1,0
2014-09-23;3,42;21,63;;1,0
2014-09-24;4,08;18,96;;1,0
2014-09-25;1,29;13,42;;1,0
2014-09-26;10,92;23,54;;1,0
2014-09-27;5,0;25,17;;1,0
2014-09-28;1,04;20,5;;1,0
2014-09-29;9,79;26,71;;1,0
2014-09-30;9,38;25,25;;1,0
2014-10-01;8,0;22,54;;1,0
2014-10-02;18,35;23,0;;1,55
2014-10-03;11,38;29,88;;1,13
2014-10-04;7,75;20,92;;1,21
2014-10-05;1,58;12,29;;1,25
2014-10-06;5,96;20,38;;1,71
2014-10-07;8,25;19,75;;1,75
2014-10-08;11,7;21,96;;2,3
2014-10-09;10,21;29,17;;2,0
2014-10-10;9,46;22,54;;2,0
2014-10-11;5,79;17,79;;2,04
2014-10-12;1,96;12,63;;2,0
2014-10-13;11,5;15,17;;2,25
2014-10-14;9,38;30,17;;2,25
2014-10-15;7,83;17,22;;1,74
2014-10-16;12,92;21,58;;1,08
2014-10-17;15,17;25,75;;1,21
2014-10-18;6,83;28,88;;1,17
2014-10-19;4,83;22,29;;1,33
2014-10-20;14,08;24,67;;1,79
2014-10-21;12,75;38,08;;1,96
2014-10-22;1,29;18,13;;1,96
2014-10-23;9,5;38,38;;2,13
2014-10-24;15,08;42,5;;2,25
2014-10-25;6,08;33,38;;2,04
2014-10-26;5,42;22,79;;2,08
2014-10-27;10,46;24,92;;2,17
2014-10-28;7,5;31,55;;1,73
2014-10-29;14,46;29,04;;1,42
2014-10-30;25,71;31,96;;1,13
2014-10-31;12,79;25,63;;1,13
2014-11-01;2,58;16,38;;1,0
2014-11-02;2,38;13,13;;1,08
2014-11-03;2,46;13,21;;1,21
2014-11-04;1,38;9,96;;1,58
2014-11-05;4,67;13,58;;1,25
2014-11-06;6,46;19,79;;1,42
2014-11-07;11,63;27,42;;1,75
2014-11-08;18,96;32,13;;1,96
2014-11-09;2,29;18,04;;1,71
2014-11-10;5,71;24,46;;2,0
2014-11-11;29,35;31,48;;1,95
2014-11-12;6,54;20,67;;1,83
2014-11-13;20,46;24,25;;2,17
2014-11-14;55,25;33,08;;2,58
2014-11-15;5,5;13,83;;1,92
2014-11-16;1,04;7,92;;2,0
2014-11-17;4,33;19,17;;2,0
2014-11-18;21,83;30,83;;2,21
2014-11-19;17,38;41,25;;2,17
2014-11-20;32,88;44,38;;2,75
2014-11-21;22,25;46,13;;2,79
2014-11-22;14,96;35,46;;2,96
2014-11-23;3,96;20,08;;2,79
2014-11-24;4,96;29,25;;2,96
2014-11-25;29,82;29,41;;2,7
2014-11-26;11,58;19,54;;2,08
2014-11-27;24,29;30,96;;2,08
2014-11-28;9,29;25,58;;2,08
2014-11-29;1,13;11,54;;2,17
2014-11-30;1,04;9,88;;2,52
2014-12-01;11,33;23,08;;2,79
2014-12-02;10,54;23,13;;2,46
2014-12-03;7,96;21,96;;2,08
2014-12-04;10,38;25,08;;2,29
2014-12-05;6,54;16,96;;2,25
2014-12-06;8,21;20,0;;2,42
2014-12-07;2,88;15,29;;2,29
2014-12-08;2,0;19,25;;2,5
2014-12-09;1,88;12,92;;2,42
2014-12-10;7,09;31,52;;2,23
2014-12-11;29,13;31,3;;3,13
2014-12-12;33,71;33,38;;3,21
2014-12-13;28,83;29,29;;3,5
2014-12-14;11,75;27,67;;3,13
2014-12-15;10,0;26,08;;3,04
2014-12-16;2,83;16,13;;3,0
2014-12-17;16,42;26,71;;3,46
2014-12-18;3,83;23,13;;3,17
2014-12-19;2,63;15,42;;3,04
2014-12-20;1,67;13,92;;3,08
2014-12-21;2,25;12,17;;3,21
2014-12-22;31,54;27,88;;3,88
2014-12-23;34,33;34,83;;3,18
2014-12-24;26,92;26,58;;1,75
2014-12-25;2,63;18,88;;1,42
2014-12-26;4,32;16,68;;1,41
2014-12-27;1,83;15,5;;1,75
2014-12-28;1,83;10,54;;2,0
2014-12-29;20,46;24,63;;1,42
2014-12-30;7,08;26,67;;1,46
2014-12-31;9,46;38,5;;1,5
2015-01-01;10,79;25,58;;1,54
2015-01-02;8,54;29,58;;2,29
2015-01-03;3,33;26,63;;2,63
2015-01-04;5,79;28,13;;3,0
2015-01-05;19,25;33,29;;3,0
2015-01-06;8,67;20,08;;3,08
2015-01-07;22,09;36,36;;2,95
2015-01-08;13,08;25,71;;2,92
2015-01-09;8,58;25,88;;2,71
2015-01-10;4,25;23,29;;3,0
2015-01-11;5,0;20,08;;3,0
2015-01-12;18,5;35,5;;3,17
2015-01-13;41,11;37,53;;3,63
2015-01-14;15,08;34,38;;2,77
2015-01-15;34,25;34,67;;6,25
2015-01-16;28,25;24,58;;
2015-01-17;2,08;14,92;;
2015-01-18;5,63;23,33;;
2015-01-19;2,38;29,42;;1,0
2015-01-20;2,33;17,54;;1,0
2015-01-21;3,71;20,67;;1,0
2015-01-22;19,57;28,71;;1,0
2015-01-23;13,5;25,63;;1,0
2015-01-24;1,63;12,17;;1,0
2015-01-25;2,33;14,92;;1,0
2015-01-26;2,46;20,67;;1,0
2015-01-27;15,63;33,33;;1,0
2015-01-28;19,38;37,38;;1,0
2015-01-29;38,7;42,9;;1,0
2015-01-30;;;;1,0
2015-01-31;;;;1,54
2015-02-01;;;;2,0
2015-02-02;11,36;26,18;;2,62
2015-02-03;14,13;32,04;;3,29
2015-02-04;1,38;13,17;;3,0
2015-02-05;14,54;19,58;;3,0
2015-02-06;3,42;19,08;;1,75
2015-02-07;6,5;18,29;;2,0
2015-02-08;1,25;11,96;;1,96
2015-02-09;3,46;26,04;;1,08
2015-02-10;12,29;46,79;;1,0
2015-02-11;14,25;43,42;;1,0
2015-02-12;14,71;41,13;;1,0
2015-02-13;17,21;36,58;;1,0
2015-02-14;11,29;22,29;;1,0
2015-02-15;4,25;15,33;;1,0
2015-02-16;24,71;43,04;;1,0
2015-02-17;18,83;42,13;;1,0
2015-02-18;6,17;29,71;;1,0
2015-02-19;17,95;39,52;;1,41
2015-02-20;23,71;29,38;;2,13
2015-02-21;4,17;23,42;;1,96
2015-02-22;1,0;7,54;;1,96
2015-02-23;4,33;20,5;;1,96
2015-02-24;1,17;3,46;;2,0
2015-02-25;1,46;14,33;;2,0
2015-02-26;22,58;42,38;;2,0
2015-02-27;8,08;22,0;;1,67
2015-02-28;5,25;24,13;;1,88
2015-03-01;2,83;29,79;;1,54
2015-03-02;1,92;16,75;;1,75
2015-03-03;8,17;19,92;;1,83
2015-03-04;19,09;33,74;;1,64
2015-03-05;2,08;18,21;;1,0
2015-03-06;11,25;29,42;;1,08
2015-03-07;3,83;26,63;;1,0
2015-03-08;3,79;27,96;;1,0
2015-03-09;9,75;43,42;;1,08
2015-03-10;14,21;29,54;;1,13
2015-03-11;11,54;43,25;;1,13
2015-03-12;14,5;41,0;;1,17
2015-03-13;10,83;25,29;;1,08
2015-03-14;1,5;11,29;;1,0
2015-03-15;1,75;14,0;;1,0
2015-03-16;15,38;33,08;;1,13
2015-03-17;10,67;27,96;;1,0
2015-03-18;1,71;17,92;;1,29
2015-03-19;3,38;17,33;;1,75
2015-03-20;1,38;11,81;;1,52
2015-03-21;1,0;6,88;;1,96
2015-03-22;1,13;10,79;;1,96
2015-03-23;1,5;16,33;;1,88
2015-03-24;1,13;13,04;;1,7
2015-03-25;2,43;14,38;;1,33
2015-03-26;3,58;19,25;;1,38
2015-03-27;12,92;33,17;;1,58
2015-03-28;3,13;21,04;;1,58
2015-03-29;2,05;25,38;;1,38
2015-03-30;3,17;28,42;;1,38
2015-03-31;3,21;21,79;;1,38
2015-04-01;4,58;13,63;;1,29
2015-04-02;1,38;16,42;;
2015-04-03;4,13;21,04;;
2015-04-04;2,58;14,21;;
2015-04-05;1,54;10,42;;
2015-04-06;1,58;16,63;;
2015-04-07;10,54;23,5;;
2015-04-08;7,92;24,54;;1,09
2015-04-09;10,36;30,82;;1,09
2015-04-10;4,5;29,33;;1,0
2015-04-11;4,25;24,71;;1,0
2015-04-12;1,63;21,58;;1,0
2015-04-13;9,33;39,58;;1,0
2015-04-14;8,17;43,58;;1,0
2015-04-15;5,67;29,83;;1,0
2015-04-16;6,9;33,52;;1,0
2015-04-17;4,29;24,52;;1,0
2015-04-18;5,04;24,83;;1,0
2015-04-19;1,08;11,83;;1,0
2015-04-20;7,04;19,17;;1,0
2015-04-21;5,5;19,09;;1,0
2015-04-22;9,71;36,92;;1,0
2015-04-23;7,64;34,64;;1,0
2015-04-24;2,27;15,6;;4,0
2015-04-25;1,0;16,92;;
2015-04-26;1,0;12,08;;
2015-04-27;1,04;4,54;;1,0
2015-04-28;5,96;15,46;;1,04
2015-04-29;5,96;23,67;;1,0
2015-04-30;14,5;24,04;;1,04
2015-05-01;2,75;16,54;;1,0
2015-05-02;2,38;17,88;;1,0
2015-05-03;2,17;22,0;;1,0
2015-05-04;8,92;40,71;;1,0
2015-05-05;12,14;34,23;;1,05
2015-05-06;13,25;26,5;;1,0
2015-05-07;10,67;28,04;;1,0
2015-05-08;8,96;22,58;;1,0
2015-05-09;3,2;17,33;;1,0
2015-05-10;1,81;14,19;;1,0
2015-05-11;10,67;32,5;;1,0
2015-05-12;7,88;31,38;;1,0
2015-05-13;9,88;37,63;;1,0
2015-05-14;16,13;45,21;;1,0
2015-05-15;3,83;16,17;;1,0
2015-05-16;1,0;7,5;;1,0
2015-05-17;1,08;13,13;;1,0
2015-05-18;11,21;22,58;;1,0
2015-05-19;5,17;30,22;;1,0
2015-05-20;4,63;18,58;;1,0
2015-05-21;5,83;15,92;;1,0
2015-05-22;4,88;17,58;;1,0
2015-05-23;1,75;14,96;;1,0
2015-05-24;1,33;13,54;;1,0
2015-05-25;5,96;23,22;;1,0
2015-05-26;4,0;14,33;;1,0
2015-05-27;8,63;20,25;;1,0
2015-05-28;6,46;17,54;;1,0
2015-05-29;8,08;23,21;;1,0
2015-05-30;2,21;19,67;;1,0
2015-05-31;1,96;19,17;;1,0
2015-06-01;2,79;17,46;;1,0
2015-06-02;6,13;22,33;;1,0
2015-06-03;5,63;32,13;;1,0
2015-06-04;6,55;31,27;;1,05
2015-06-05;6,13;21,65;;1,0
2015-06-06;2,48;28,24;;1,0
2015-06-07;1,58;22,54;;1,0
2015-06-08;6,54;32,88;;1,0
2015-06-09;6,17;30,83;;1,0
2015-06-10;4,29;27,29;;1,0
2015-06-11;3,92;20,63;;1,0
2015-06-12;5,5;19,88;;1,0
2015-06-13;2,92;18,88;;1,0
2015-06-14;1,04;7,88;;1,0
2015-06-15;3,48;18,52;;1,0
2015-06-16;2,2;16,4;;1,0
2015-06-18;1,2;18,7;20,3;
2015-06-19;4,33;19,92;25,88;
2015-06-20;3,54;21,0;25,92;
2015-06-21;2,46;14,92;18,25;
2015-06-22;10,54;16,08;31,54;4,0
2015-06-23;4,92;23,88;30,96;4,0
2015-06-24;2,08;15,04;17,71;3,75
2015-06-25;3,88;25,83;31,46;3,38
2015-06-26;3,3;22,13;28,75;3,0
2015-06-27;2,58;18,42;22,21;2,5
2015-06-28;3,17;20,96;25,71;2,21
2015-06-29;6,48;25,29;36,42;2,25
2015-06-30;3,57;25,23;30,71;2,45
2015-07-01;2,05;26,05;29,16;2,24
2015-07-02;1,92;25,54;28,13;1,0
2015-07-03;11,0;35,21;51,75;1,21
2015-07-04;1,83;24,33;27,0;1,25
2015-07-05;1,13;12,33;13,54;1,54
2015-07-06;4,75;20,0;26,63;1,42
2015-07-07;7,29;18,71;29,29;1,33
2015-07-08;6,88;19,67;29,75;1,08
2015-07-09;7,92;15,46;23,67;1,0
2015-07-10;4,38;14,88;19,58;1,17
2015-07-11;3,04;13,25;16,75;
2015-07-12;2,38;12,38;15,0;
2015-07-13;6,42;19,88;27,57;
2015-07-14;4,29;18,96;23,79;1,0
2015-07-15;5,63;20,96;27,04;1,0
2015-07-16;6,17;25,04;31,58;1,0
2015-07-17;8,63;23,96;33,08;
2015-07-18;5,88;21,13;27,13;
2015-07-19;2,25;17,08;19,54;
2015-07-20;7,54;16,42;24,46;
2015-07-21;6,63;20,71;27,63;
2015-07-22;9,0;21,58;31,64;
2015-07-23;2,17;15,21;17,67;2,88
2015-07-24;5,46;10,0;15,96;4,21
2015-07-25;1,67;9,96;11,92;3,96
2015-07-26;1,21;6,5;8,0;4,96
2015-07-27;2,71;15,0;17,92;5,41
2015-07-28;2,58;13,75;16,79;
2015-07-29;2,83;12,17;15,29;
2015-07-30;3,29;19,67;23,21;1,54
2015-07-31;3,21;25,33;29,17;2,0
2015-08-01;1,67;13,29;15,5;
2015-08-02;1,92;10,42;12,71;
2015-08-03;7,65;15,17;23,26;1,0
2015-08-04;;22,83;26,88;1,42
2015-08-05;7,92;20,21;28,71;
2015-08-06;6,63;26,08;32,92;
2015-08-07;7,96;22,08;30,42;
2015-08-08;2,5;15,75;18,71;
2015-08-09;2,0;13,29;15,67;
2015-08-10;3,0;18,54;21,92;
2015-08-11;5,42;17,0;22,88;1,0
2015-08-12;4,83;15,5;20,83;1,0
2015-08-13;2,63;14,0;17,17;1,63
2015-08-14;1,71;15,63;17,71;2,13
2015-08-15;1,38;13,42;15,25;2,79
2015-08-16;2,08;10,38;12,83;3,17
2015-08-17;2,17;16,79;19,42;3,83
2015-08-18;2,05;16,64;18,95;3,25
2015-08-19;4,75;16,75;21,67;1,0
2015-08-20;3,21;14,42;18,0;1,52
2015-08-21;4,21;10,58;15,17;2,46
2015-08-22;2,33;10,83;13,5;1,0
2015-08-23;1,21;8,21;9,67;1,0
2015-08-24;1,13;9,79;10,96;1,36
2015-08-25;4,58;14,5;19,25;2,82
2015-08-26;6,67;12,42;19,17;3,67
2015-08-27;4,96;11,43;16,74;4,25
2015-08-28;6,17;15,5;21,83;1,52
2015-08-29;3,33;17,79;21,42;2,25
2015-08-30;2,13;15,79;18,29;2,71
2015-08-31;5,26;20,74;26,43;1,26
2015-09-01;4,04;18,21;22,58;1,0
2015-09-02;3,04;16,42;19,79;1,0
2015-09-03;1,58;20,21;22,25;1,95
2015-09-04;4,04;27,17;31,46;1,75
2015-09-05;1,54;14,0;15,96;1,04
2015-09-06;1,83;13,96;16,0;2,05
2015-09-07;5,13;22,13;27,54;2,0
2015-09-08;5,5;23,25;29,04;2,13
2015-09-09;10,25;25,42;35,83;2,18
2015-09-10;4,5;26,42;31,33;2,21
2015-09-11;5,38;21,92;27,67;2,13
2015-09-12;5,25;16,04;21,58;2,42
2015-09-13;2,25;11,5;13,96;2,75
2015-09-14;2,79;12,38;15,42;2,83
2015-09-15;6,42;15,92;22,5;2,17
2015-09-16;8,46;16,0;24,88;2,71
2015-09-17;1,09;9,64;11,0;2,82
2015-09-18;3,79;20,38;24,42;1,92
2015-09-19;4,21;19,83;24,46;2,04
2015-09-20;1,42;15,83;17,38;2,0
2015-09-21;3,75;25,63;29,75;2,08
2015-09-22;7,71;27,96;35,92;2,08
2015-09-23;1,54;14,17;16,04;1,79
2015-09-24;1,75;16,92;18,79;2,0
2015-09-25;10,63;34,29;45,04;2,88
2015-09-26;3,46;19,58;23,38;3,04
2015-09-27;2,38;16,83;19,58;2,27
2015-09-28;10,21;27,71;38,29;3,0
2015-09-29;3,87;27,78;31,78;2,36
2015-09-30;1,92;19,88;21,92;1,04
2015-10-01;16,25;28,63;45,08;1,0
2015-10-02;8,0;24,54;32,88;1,0
2015-10-03;1,71;17,5;19,54;1,0
2015-10-04;2,58;23,58;26,46;1,08
2015-10-05;18,25;26,13;44,63;1,42
2015-10-06;10,58;17,75;28,38;1,09
2015-10-07;14,54;22,46;37,33;2,63
2015-10-08;2,88;22,0;25,21;4,29
2015-10-09;12,33;29,13;41,75;1,41
2015-10-10;7,04;22,5;29,58;1,71
2015-10-11;2,79;19,46;22,5;2,08
2015-10-12;2,29;22,08;24,83;1,14
2015-10-13;2,86;15,95;19,14;1,04
2015-10-14;1,83;16,33;18,46;1,13
2015-10-15;2,13;21,63;23,88;1,0
2015-10-16;13,88;40,08;54,25;1,0
2015-10-17;6,83;24,38;31,5;1,13
2015-10-18;2,29;27,08;29,71;1,0
2015-10-19;10,67;28,42;39,46;1,0
2015-10-20;7,54;36,04;44,0;1,54
2015-10-21;2,92;23,58;26,83;1,18
2015-10-22;2,96;25,38;28,29;1,25
2015-10-23;6,33;32,88;39,5;1,29
2015-10-24;9,71;34,75;44,63;1,04
2015-10-25;5,58;28,67;34,63;1,0
2015-10-26;5,25;36,92;42,67;1,0
2015-10-27;5,95;24,86;31,09;1,05
2015-10-28;2,25;14,96;17,29;1,21
2015-10-29;26,75;41,13;68,08;2,75
2015-10-30;21,92;37,33;59,38;1,42
2015-10-31;11,33;28,17;39,54;1,54
2015-11-01;2,42;22,63;25,25;2,04
2015-11-02;1,46;15,17;16,71;1,0
2015-11-03;9,5;19,54;29,33;1,13
2015-11-04;8,63;24,63;33,5;1,09
2015-11-05;18,25;34,83;53,38;1,87
2015-11-06;22,17;40,21;62,46;2,71
2015-11-07;15,79;37,17;53,13;2,83
2015-11-08;6,88;26,33;33,54;2,58
2015-11-09;13,96;22,17;36,35;2,26
2015-11-10;10,54;26,88;37,63;1,04
2015-11-11;22,08;32,29;54,63;1,0
2015-11-12;22,58;29,33;52,29;1,0
2015-11-13;3,58;27,33;31,13;1,0
2015-11-14;2,42;13,17;15,63;1,0
2015-11-15;4,42;17,71;22,38;1,46
2015-11-16;10,5;25,17;36,13;1,29
2015-11-17;12,88;26,42;39,38;1,0
2015-11-18;19,88;35,46;55,5;1,0
2015-11-19;22,63;42,13;65,04;1,08
2015-11-20;6,46;24,67;31,25;1,0
2015-11-21;1,08;7,83;8,75;1,0
2015-11-22;1,83;13,08;14,67;1,0
2015-11-23;15,67;28,25;44,17;1,0
2015-11-24;12,0;34,46;46,83;1,0
2015-11-25;18,58;33,75;52,25;1,0
2015-11-26;35,29;35,21;70,75;1,13
2015-11-27;21,88;36,54;58,63;1,04
2015-11-28;15,63;31,79;47,58;1,0
2015-11-29;1,92;19,96;22,0;1,0
2015-11-30;17,77;37,91;55,73;
2015-12-01;26,04;41,58;67,75;
2015-12-02;24,29;44,08;68,67;
2015-12-03;43,17;43,17;86,83;
2015-12-04;22,58;39,33;62,33;
2015-12-05;37,63;45,54;83,46;
2015-12-06;16,0;38,46;54,58;
2015-12-07;33,88;29,08;63,08;
2015-12-08;29,5;25,21;54,92;
2015-12-09;34,18;21,09;55,27;
2015-12-11;15,25;36,58;51,92;
2015-12-12;18,79;29,58;48,79;
2015-12-13;14,73;23,07;38,27;
2015-12-15;23,27;40,09;63,91;
2015-12-16;24,0;40,0;64,13;
2015-12-21;1,13;19,29;20,43;1,0
2015-12-22;23,71;28,96;52,83;2,08
2015-12-23;20,29;35,13;55,54;1,92
2015-12-24;18,25;35,63;54,21;1,91
